seller_uuid,seller_name,profile_photo_url,seller_profile_url,seller_rating,total_reviews,contact_methods,email_address,phone_number,physical_address,verification_status,seller_status,enforcement_status,map_compliance_status,associated_listings,date_added,last_updated,blacklisted,counterfeiter,priority_seller,seller_note,seller_id,admin_priority_seller,known_counterfeiter,seller_admin_stage,seller_investigation,seller_stage,seller_state
58a3c0dd-1f26-41dc-add5-7286aa2c8441,SmartShopper LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AJ98EZ5BUNORU,2.50,19,[],,,"5606 Exeter Dr, Richardson, Texas, 75082-4014, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:26.418,2025-07-16 19:47:26.323,false,false,false,,AJ98EZ5BUNORU,false,false,NA,NotStarted,NA,
58e0b434-edcf-4868-9a97-b8208948329a,Rustic Wholesale,https://m.media-amazon.com/images/I/01j1fhfHCJL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3SPU9A7UEBJT3,5.00,31,[],,,"50 Schley Ave, Tom's River, NJ, 08755, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:22.462,2025-07-18 19:35:22.371,false,false,false,,A3SPU9A7UEBJT3,false,false,NA,NotStarted,NA,
5c815396-1409-43f3-be97-2148ffd01019,Technology Galaxy,https://m.media-amazon.com/images/I/1145HYm2zEL.gif,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=ASF0S1GFIHF5V,3.70,227,"[""702-792-2111""]",,702-792-2111,"871 Harold Place Ste 103, CHULA VISTA, CA, 91914, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:45.17,2025-07-16 19:49:45.062,false,false,false,,ASF0S1GFIHF5V,false,false,NA,NotStarted,NA,
5e0e02e3-e659-4cff-b1d8-72ca0e3df4b6,PCNation,https://m.media-amazon.com/images/I/11+F4trqLIL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AANSFONOCR8T3,3.40,140,"[""1-800-235-0909""]",,1-800-235-0909,"500 Central Ave, Northfield, IL, 60093, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:27.427,2025-07-18 19:35:27.333,false,false,false,,AANSFONOCR8T3,false,false,NA,NotStarted,NA,
5e207bca-a603-4a1d-bb56-e5806033dcec,South Western Limited,https://m.media-amazon.com/images/I/11W7DWeRbDL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=ARPJR2MH0C1P7,4.70,12,"[""818-855-8250""]",,818-855-8250,"5320 Zelzah Avenue, #311, ENCINO, CA, 91316, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:34.48,2025-07-18 19:35:34.381,false,false,false,,ARPJR2MH0C1P7,false,false,NA,NotStarted,NA,
5e4ce811-bd02-46ef-be43-0739a4c237b2,NCX Distribution,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1OIZDZH4EUYKF,5.00,7,[],,,"4701 Sangamore Rd, Suite 100N, BETHESDA, MD, 20816, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:56.828,2025-07-18 19:34:56.731,false,false,false,,A1OIZDZH4EUYKF,false,false,NA,NotStarted,NA,
5e731735-49a0-46d4-9649-1a7126e4e83e,Mint Blossoms,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3CVLXKQUXT88R,4.30,52,"[""929-509-2924""]",,929-509-2924,"4841Tellson Pl, ORLANDO, FL, 32812, US",Unverified,New,None,Compliant,0,2025-08-04 13:27:25.44,2025-08-04 13:27:25.346,false,false,false,,A3CVLXKQUXT88R,false,false,NA,NotStarted,NA,Active
5f2d7be5-6d4c-455a-b34b-2ef59ca844df,Ecom Solution Partners,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2WF56F9QN9WF1,4.80,30,[],,,"419 Hurston Circle, Charlotte, NC, 28208, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:13.428,2025-07-18 19:35:13.339,false,false,false,,A2WF56F9QN9WF1,false,false,NA,NotStarted,NA,
602f883d-9a3e-459d-adbd-c180fa34a81b,TECH61,https://m.media-amazon.com/images/I/31k-GOHFzIL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3KO3B0FA95YGB,4.70,841,[],,,"60 South 2nd St. Ste F, Deer Park, NY, 11729, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:46.022,2025-07-16 19:47:45.93,false,false,false,,A3KO3B0FA95YGB,false,false,NA,NotStarted,NA,
60afed4f-3c21-43a2-b597-224ad593ffd2,Gimme That LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A32LI9J2ZLOKB3,2.50,2,[],,,"3354 W Jordan Line Pkwy, WEST JORDAN, UT, 84088, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:40.493,2025-07-18 19:35:40.394,false,false,false,,A32LI9J2ZLOKB3,false,false,NA,NotStarted,NA,
611f1b6a-bcdd-46d8-832e-6114e2612b58,security4less,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AAC4JOWK7NN3I,4.10,15,[],,,"10929 FRANKLIN AVE, STE N, FRANKLIN PARK, IL, 60131, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:24.833,2025-07-18 19:35:24.739,false,false,false,,AAC4JOWK7NN3I,false,false,NA,NotStarted,NA,
61463fe7-d242-408e-9ce1-71a06ce6cebd,the quality shop,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A13ZB2RE495DR0,4.80,41,[],,,"12864 biscayne blvd suite 205, north miami, florida, 33181, US",Unverified,New,None,Compliant,0,2025-07-16 19:45:56.513,2025-07-16 19:45:56.421,false,false,false,,A13ZB2RE495DR0,false,false,NA,NotStarted,NA,
61fe24c5-dd83-4cf9-b681-acd9e84142cc,AI Servers,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2BFXNI17QUOL5,3.90,129,[],,,"PO Box 251, Selden, NY, 11784, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:43.901,2025-07-18 19:34:43.806,false,false,false,,A2BFXNI17QUOL5,false,false,NA,NotStarted,NA,
62c0c0f7-3eac-43ca-ae28-79a71a8b9c40,HALF TIME,https://m.media-amazon.com/images/I/11CrVF5E53L.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2AWKZBCPMNLY2,4.90,248,"[""561-341-0208""]",,561-341-0208,"1525 Prospect Street, Unit 5, LAKEWOOD, NJ, 08701, US",Unverified,New,None,Compliant,0,2025-07-18 15:23:29.551,2025-07-18 15:23:29.451,false,false,false,,A2AWKZBCPMNLY2,false,false,NA,NotStarted,NA,
62dc4bdd-7f07-416e-9b3e-e192dcc5a4b3,QZ Rare Products ✅,https://m.media-amazon.com/images/I/014mGiAwawL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A228MSBRW5BRG9,3.40,36,"[""+19087657444""]",,+19087657444,"2392 Jungle Dr, Ruskin, FL, 33570, US",Unverified,New,None,Compliant,0,2025-08-04 13:29:13.448,2025-08-04 13:29:13.355,false,false,false,,A228MSBRW5BRG9,false,false,NA,NotStarted,NA,Active
62e32bd8-2820-4676-a4c4-41917b9a233f,Tech Source Pros,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1KPWUFM4I9NL0,4.30,25,[],,,"8206 Louisiana Blvd Ne, Ste A #480, Albuquerque, NM, 87113, US",Unverified,New,None,Compliant,0,2025-07-18 15:23:25.388,2025-07-18 15:23:25.279,false,false,false,,A1KPWUFM4I9NL0,false,false,NA,NotStarted,NA,
642e8e56-3b33-4a70-8d35-4d30d5a972e1,Osomewireless,https://m.media-amazon.com/images/I/01MUnT4qosL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3C4YDI0318YTD,4.40,100,"[""832-400-2611""]",,832-400-2611,"7800 Harwin Dr, STE A4, Houston, Tx, 77036, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:21.099,2025-07-16 19:48:20.988,false,false,false,,A3C4YDI0318YTD,false,false,NA,NotStarted,NA,
64917f4a-a3a3-4895-893b-7a984cd6dd80,Barre Bros,https://m.media-amazon.com/images/I/116O+RVz-4L.gif,,,,[],,,"3201, Rochester, MI, 48309, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:08.222,2025-07-18 19:35:08.126,false,false,false,,A1FIVHUVCP323S,false,false,NA,NotStarted,NA,
65aaf505-882f-420d-bf93-b84c78023662,Front Row Group,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A25W1DZX5FW5M7,4.90,5282,[],,,"5 Crosby St, #5A, NEW YORK, NY, 10013, US",Unverified,New,None,Compliant,0,2025-07-18 15:39:41.93,2025-07-18 15:39:41.832,false,false,false,,A25W1DZX5FW5M7,false,false,NA,NotStarted,NA,
69abf62e-c5bf-4d5d-959f-92d34eff596a,NAMA Technology LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AQH6BLIXB790D,3.10,18,[],,,"1432 Missionary Ridge Trail, Fort Worth, Texas, 76131, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:22.608,2025-07-18 19:35:22.516,false,false,false,,AQH6BLIXB790D,false,false,NA,NotStarted,NA,
6c741ece-38fb-4ab3-bb75-1c6254e6ab0b,Premier Outlets,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=ARMFMCELR7TBF,4.10,356,[],,,"162 Ave T, BROOKLYN, NY, 11223, US",Unverified,New,None,Compliant,0,2025-08-04 13:44:45.052,2025-08-04 13:44:44.957,false,false,false,,ARMFMCELR7TBF,false,false,NA,NotStarted,NA,Active
6d119f83-53ee-4eda-878c-fc4970da7a45,Recondition Geek,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AWXPEDBROQWBZ,4.50,143,[],,,"560 W 20TH ST UNIT 8, UNIT 8, HIALEAH, FL, 33010-2427, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:39.54,2025-07-16 19:47:39.433,false,false,false,,AWXPEDBROQWBZ,false,false,NA,NotStarted,NA,
6d804aaa-6ebc-4ce3-a0d1-5d98146c69a8,HTechStore,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2QKD5JVNXLACZ,5.00,15,"[""517-648-7610""]",,517-648-7610,"22119 Barclay Ct, NOVI, MI, 48374, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:43.183,2025-07-16 19:47:43.09,false,false,false,,A2QKD5JVNXLACZ,false,false,NA,NotStarted,NA,
7165707d-d09f-4cf2-bba3-00eedae228d0,Dont_Look_Back,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A6EZPMZ7QJWRJ,2.70,3,"[""786-458-4017""]",,786-458-4017,"13204 w dixie hwy, North miami, fl, 33161, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:07.428,2025-07-18 19:35:07.327,false,false,false,,A6EZPMZ7QJWRJ,false,false,NA,NotStarted,NA,
742d0ef3-62ad-4e7d-b4e8-410472ef17da,Elevation Tech,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A17X7E85316ULS,4.70,58,[],,,"PO Box 231633, ANCHORAGE, AK, 99523, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:48.638,2025-07-16 19:49:48.548,false,false,false,,A17X7E85316ULS,false,false,NA,NotStarted,NA,
74d562c5-ebfd-4e6a-a2af-fe31a8a3c9f1,Woot,https://m.media-amazon.com/images/I/01olxCUizzL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1KWJVS57NX03I,4.80,40625,[],,,"4121 International Parkway, Carrollton, Texas, 75007, US",Unverified,New,None,Compliant,0,2025-07-16 19:42:22.946,2025-07-16 19:42:22.847,false,false,false,,A1KWJVS57NX03I,false,false,NA,NotStarted,NA,
74dbdab0-2752-47cd-bdbf-0994cd90537b,New Sun Mart (S/N Recorded）,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AUJTR5K7J766,4.60,238,[],,,"9 bee bee ct, DERWOOD, MD, 20855, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:47.458,2025-07-16 19:47:47.356,false,false,false,,AUJTR5K7J766,false,false,NA,NotStarted,NA,
7590cfb8-fd0b-49ee-a081-4e4e9b5b4446,Hot Audio,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A15XS9XAUMP087,4.20,107,[],,,"360 Faraday Ave, Building 3 - Suite 302, Jackson, NJ, 08527, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:15.779,2025-07-18 19:35:15.688,false,false,false,,A15XS9XAUMP087,false,false,NA,NotStarted,NA,
75cf1322-7fc8-4616-aba7-8fd6cd6f713f,"THE SHOE RACK, INC.",,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2LYVF42GM0BN2,4.30,286,[],,,"6932 Crimon Dr, Buena Park, California, 90621, US",Unverified,New,None,Compliant,0,2025-08-04 13:44:35.365,2025-08-04 13:44:35.273,false,false,false,,A2LYVF42GM0BN2,false,false,NA,NotStarted,NA,Active
7905c055-544f-401d-815d-8286b0b1ae55,HAPPY TOOL,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A114DO0SXVYAAT,4.40,254,[],,,"3631 Yale Way, Fremont, CA, 94538, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:52.611,2025-07-18 19:35:52.504,false,false,false,,A114DO0SXVYAAT,false,false,NA,NotStarted,NA,
7bff7e91-96f3-40d0-97c3-4f286e711f9a,Just Right!,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AT9CJ0S27CNET,4.10,490,[],,,"2388 NW 150th St, Unit #2, OPA LOCKA, FL, 33054, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:51.42,2025-07-16 19:48:51.32,false,false,false,,AT9CJ0S27CNET,false,false,NA,NotStarted,NA,
7cf6e59a-9681-499f-9b0a-0d63672f56bb,Iggy's,https://m.media-amazon.com/images/I/21oTwZK7XPL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1RF2IWDJ194MO,4.90,93,"[""866-216-1072""]",,866-216-1072,"2120 Plantside Drive, LOUISVILLE, KY, 40299, US",Unverified,New,None,Compliant,0,2025-08-04 09:52:20.483,2025-08-04 09:52:20.385,false,false,false,,A1RF2IWDJ194MO,false,false,NA,NotStarted,NA,Active
7e0d66bc-8713-4af4-948f-5159231b8035,LIFE & BEAUTY,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AOHS54QJQKT7A,4.90,467,[],,,"37 WAGON RD, ROSLYN HEIGHTS, NY, 11577, US",Unverified,New,None,Compliant,0,2025-07-16 19:42:00.185,2025-07-16 19:42:00.097,false,false,false,,AOHS54QJQKT7A,false,false,NA,NotStarted,NA,
7e5478f3-2e1b-41ee-b12a-79462e5fd5e0,Pierpont,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3RCHVCUR6ETLZ,4.50,105,"[""551-308-7300""]",,551-308-7300,"243 BROADWAY, #9188, NEWARK, NJ, 07104, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:11.703,2025-07-16 19:47:11.608,false,false,false,,A3RCHVCUR6ETLZ,false,false,NA,NotStarted,NA,
7f4d67bb-0978-4fe5-86b3-095cb913e40f,DeAnne Distribution,https://m.media-amazon.com/images/I/01NUHJAOyDL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2WY2XT3ZR2T1A,,,[],,,"9737 THORNE CLIFF WAY UNIT 104, FISHERS, IN, 46037-7647, US",Unverified,New,None,Compliant,0,2025-08-04 09:52:15.995,2025-08-04 09:52:15.9,false,false,false,,A2WY2XT3ZR2T1A,false,false,NA,NotStarted,NA,Active
82119ca2-1ff2-4832-b0f6-adf4c4c643cd,CnCPlus,,,,,[],,,"2415 Teaberry Gln, ESCONDIDO, CA, 92027, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:58.186,2025-07-18 19:34:58.093,false,false,false,,A34ZUF38QCV8FS,false,false,NA,NotStarted,NA,
822d95ca-0d91-4a11-bef5-1a3f9c80a27e,RareItem,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3I3ZXQXKHU5U1,4.50,13,"[""224-212-0168""]",,224-212-0168,"5905 ATLANTA HWY STE 101 PMB 5001, ALPHARETTA, GA, 30004, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:36.691,2025-07-18 19:35:36.596,false,false,false,,A3I3ZXQXKHU5U1,false,false,NA,NotStarted,NA,
840fde15-b316-4c03-bec8-a3ef99b4edbe,Infitek,https://m.media-amazon.com/images/I/01sBnjcpwEL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1FWXMGABC25ST,4.80,78,[],,,"4344 ROUTE 27, PRINCETON, NJ, 08540, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:49.281,2025-07-16 19:47:49.187,false,false,false,,A1FWXMGABC25ST,false,false,NA,NotStarted,NA,
843fe8f8-3c22-4577-89c5-f721436090ed,Whole Premium Store,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2KXC3GQ5Z8BUO,2.50,134,[],,,"8600 Commodity Cir, Ste 167, Orlando, FL, 32819, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:08.458,2025-07-16 19:48:08.354,false,false,false,,A2KXC3GQ5Z8BUO,false,false,NA,NotStarted,NA,
84d07a56-4612-41a0-bef8-9b650c2965b6,Legacy-books,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A319R4T1PW9YVZ,4.30,6,[],,,"3577 se mall street apt 37, Portland, or, 97202, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:55.388,2025-07-18 19:34:55.3,false,false,false,,A319R4T1PW9YVZ,false,false,NA,NotStarted,NA,
8a1294f5-3cad-4868-9976-35b2dc2eebe0,Mlaags,https://m.media-amazon.com/images/I/01IH8f+3iQL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1N20WTQS72R07,4.70,241,[],,,"21 Lety Lane, Suffern, New York, 10901, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:51.582,2025-07-18 19:35:51.49,false,false,false,,A1N20WTQS72R07,false,false,NA,NotStarted,NA,
8a471f24-0a46-42f6-9e18-63022e453df5,1Stop2Save (S/N Recorded),https://m.media-amazon.com/images/I/01j7jwtJ0zL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1XCYX869I4MNI,5.00,12,[],,,"1858 East 14th Street, BROOKLYN, NY, 11229, US",Unverified,New,None,Compliant,0,2025-07-17 17:32:14.908,2025-07-17 17:32:14.804,false,false,false,,A1XCYX869I4MNI,false,false,NA,NotStarted,NA,
8c0a617a-1aa3-4379-93ce-b9e3d98d08da,WowTimes,,,,,[],,,"250 Collins View Ct, LAWRENCEVILLE, GA, 30043, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:02.497,2025-07-18 19:35:02.401,false,false,false,,A2G4ELRFCKF433,false,false,NA,NotStarted,NA,
8dbe3ea1-81cb-42b4-a55b-af150cbf409c,Solano Tech,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2CD4UIVZ5PAMZ,3.50,17,[],,,"2196 Sargent Ave, SIMI VALLEY, CA, 93063, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:46.725,2025-07-18 19:34:46.303,false,false,false,,A2CD4UIVZ5PAMZ,false,false,NA,NotStarted,NA,
8e74c3cb-d678-4313-ad63-7ccee6b2d1ef,Emporium Brands,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=ANBWRVOP758VC,3.10,38,[],,,"8015 International Drive, #508, ORLANDO, FL, 32819, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:03.201,2025-07-16 19:48:03.091,false,false,false,,ANBWRVOP758VC,false,false,NA,NotStarted,NA,
8f3344a3-d68c-473d-91e5-99f9449f8af4,AllSavings,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3CVOTRPHGZIE1,5.00,163,[],,,"200 north route 303, West nyack, New York, 10994, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:41.463,2025-07-16 19:49:41.361,false,false,false,,A3CVOTRPHGZIE1,false,false,NA,NotStarted,NA,
9003d3e8-bd55-45cf-a159-6b667dd7e0d6,IPC-STORE✅,https://m.media-amazon.com/images/I/11ehlepnzdL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A284PRV19Y1MTF,4.40,439,"[""800-676-8680""]",,800-676-8680,"300 Delaware Ave., Suite 210 - #249, WILMINGTON, DE, 19801, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:24.722,2025-07-16 19:48:24.615,false,false,false,,A284PRV19Y1MTF,false,false,NA,NotStarted,NA,
903c9870-18c4-421e-93e0-d050a4648513,planet technology (we record SN),https://m.media-amazon.com/images/I/11Y9O0u47TL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A53W3WXS1QYDG,4.50,21,[],,,"16107 Kensington Dr. #1004, #1004, Sugar Land, TX, 77479, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:18.62,2025-07-18 19:35:18.525,false,false,false,,A53W3WXS1QYDG,false,false,NA,NotStarted,NA,
934eee54-ebe7-4797-8bdc-798d774e0447,MSDesigns,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1UNNTEITHQNBW,4.90,503,[],,,"1824 w 2300 s, WOODS CROSS, UT, 84087, US",Unverified,New,None,Compliant,0,2025-07-16 19:41:25.118,2025-07-16 19:41:25.023,false,false,false,,A1UNNTEITHQNBW,false,false,NA,NotStarted,NA,
94b1d9a1-6ed4-40c9-9470-78a9c37b077f,KnottedIndustries,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2E7Z9EBWIXABU,4.90,528,[],,,"1920 S 200 E, Clearfield, UT, 84015, US",Unverified,New,None,Compliant,0,2025-08-04 09:52:37.14,2025-08-04 09:52:37.034,false,false,false,,A2E7Z9EBWIXABU,false,false,NA,NotStarted,NA,Active
95440e8d-a8a9-4a0d-9671-16cec9ee9998,Elite Security Systems,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2U19J3BGEWS0D,1.00,1,[],,,"po box 269, whitt, TX, 76490, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:06.212,2025-07-18 19:35:06.116,false,false,false,,A2U19J3BGEWS0D,false,false,NA,NotStarted,NA,
965688ab-1b5c-4cc4-ba9d-cfa41e898213,Chartleader,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3E6OTNEE6C7PZ,4.90,21,[],,,"1765 Dakota Ridge Trail, Reno, NV, 89523, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:02.423,2025-07-18 19:35:02.336,false,false,false,,A3E6OTNEE6C7PZ,false,false,NA,NotStarted,NA,
96c8d082-ce2c-4309-9b9f-79bb95d4137e,617Sellz,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AH47RWES04KRE,4.50,47,[],,,"75 POSZT ISLAND RD, QUINCY, MA, 02169, US",Unverified,New,None,Compliant,0,2025-07-16 19:42:44.694,2025-07-16 19:42:44.585,false,false,false,,AH47RWES04KRE,false,false,NA,NotStarted,NA,
96e53192-a920-446e-98d0-a24741064416,SHOPSIMPLE,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AW28EV66OQ1K3,4.70,58,[],,,"424A SOUTH ST #127, FRONT ROYAL, VA, 22630-5150, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:31.096,2025-07-16 19:47:30.993,false,false,false,,AW28EV66OQ1K3,false,false,NA,NotStarted,NA,
97bef7a0-a6ab-4e9e-9546-8d36df759319,ARS SUPPLIES CO (S/N Recorded),,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1C1RASZXZKDQ,4.10,47,"[""contact@olggroupcorp.com.""]",contact@olggroupcorp.com.,,"5936 CHERRY LOOP UNIT B, AUSTIN, TX, 78745-3821, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:44.486,2025-07-16 19:48:44.387,false,false,false,,A1C1RASZXZKDQ,false,false,NA,NotStarted,NA,
97fbc27f-04a8-45b5-9a3a-e594bfe97748,jerimac LLC,https://m.media-amazon.com/images/I/41T8wxK72DL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A22WDDUTEZEFZX,5.00,4,[],,,"12 West Ledge, BURLINGTON, CT, 06013, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:10.4,2025-07-18 19:35:10.304,false,false,false,,A22WDDUTEZEFZX,false,false,NA,NotStarted,NA,
99708d96-3fa0-4c51-8974-db21de7356c4,Tech Union LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2Y5T0ACYB29LM,4.80,50,[],,,"6221 irving ave s, richfield, mn, 55423, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:06.575,2025-07-16 19:49:06.47,false,false,false,,A2Y5T0ACYB29LM,false,false,NA,NotStarted,NA,
99a794db-c6b5-4867-ace3-f6cd95797dbf,Greatbuy Hitech,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2PD1LP1M256WN,2.30,4,[],,,"500 GILMANTON RD, CARY, NC, 27519-8811, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:48.357,2025-07-18 19:35:48.256,false,false,false,,A2PD1LP1M256WN,false,false,NA,NotStarted,NA,
99ce45a5-ee0b-4047-921a-3897f7012ed9,ZenMedia34,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2R3RUUSHCJ2HN,4.90,15,[],,,"24 Juniper Lane SE, Cartersville, GA, 30121, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:01.284,2025-07-18 19:35:01.185,false,false,false,,A2R3RUUSHCJ2HN,false,false,NA,NotStarted,NA,
9a48a6d5-dcbd-449b-b1d3-047dc4fc15c1,Boca Deals,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2VU4XR30V4OX6,4.50,629,[],,,"3000 NW 27th Ave, suite 1004, POMPANO BEACH, FL, 33069, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:37.073,2025-07-16 19:49:36.973,false,false,false,,A2VU4XR30V4OX6,false,false,NA,NotStarted,NA,
